repository,repository_id,exact_head,head_state,default_branch,archived,fork,visibility,first_party,controller_relevance,transport_relevance,plant_relevance,state_relevance,evidence_relevance,supply_chain_relevance,agentic_tool_relevance,tcb_class,audit_depth,classification_status,justification,reviewer,review_date,review_attestation,review_status
sepahead/pymc3,78348943,6d026270bf90727dcbc756d3c6b9ec836b90f732,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/pyreft,905713052,28e6e0a7cc0bd0792bf1102ae149f6144433ae48,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/python-neo,69111202,87b961d5167d53507eafa41f7aeb68197b7175c0,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/pytorch,79513023,173c81c2d2fef983a49deb1fc563830130ee585f,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/pytorch-lightning,258193043,831842972f7e2d25ae3a376d5584748c3054f899,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/qmd,1131437167,5fa66fd228d2a742f1c7aca260bc9ec9f0b79f6c,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/quix-streams,831233301,099e39fd326cb8cc165550a425752b655c95068f,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/react-native-reusables,852259794,5107dc44ad0328e83e11aad9d7b9e22340cbf5ce,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/relief-atlas,1269167138,3f0bd5984dd09296d929bba4de222de6c06660e6,COMMIT,main,false,false,PUBLIC,true,false,false,true,true,false,true,false,UNTRUSTED_FIXTURE_SOURCE,DEEP,FINAL_FOR_INVENTORY,"First-party disaster-relief simulation asset pipeline explicitly limited by Haldir to immutable scenario data input. Asset provenance, licensing, generation, and simulator-facing supply-chain boundaries require deep review; the corpus is not trusted state or plant authority.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/rerun,1130625533,7b5e992ea546d05d056362d14dfa962fa14f7c1d,COMMIT,main,false,true,PUBLIC,false,false,false,false,true,true,false,false,READ_ONLY_VISUALIZER,BOUNDARY,FINAL_FOR_INVENTORY,The retained observation marks this repository as a fork but does not retain its parent identity. Haldir documentation designates it for read-only trace visualization. The immutable export and credential boundary require review; the observation proves neither deployment nor control authority.,Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/rorschax-protocol,1021622929,52a9c1e7b1700a015f11d9c3730906f69ddaae44,COMMIT,main,false,false,PUBLIC,true,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,BOUNDARY,FINAL_FOR_INVENTORY,The retained observation binds this first-party repository identity and head but no description. The reviewed Haldir sources assign it no NCP role. The word protocol alone proves no transport or authority role; a boundary review prevents confusion with the maintained ecosystem.,Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/scienceclaw,1188381323,37d6d7ff355bfb2068e71ca306936d6efc520c71,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/scikit-learn,63197390,d6c479fc63c49c8bb71229e74d7d9da3e5efd1eb,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/sepahead,669924793,4fc5789501d637a58720cf96e804467be0026c69,COMMIT,main,false,false,PUBLIC,true,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"First-party public profile repository describes the owner's work but is not documented as Haldir code, configuration, evidence, controller, transport, state, plant, fixture supply chain, or agentic tooling.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/sepehrmn.github.io,74185283,955af142aa79b8157da23e8d9487d00b9be653d2,COMMIT,master,false,false,PUBLIC,true,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation binds this first-party website repository identity and head but no description. The reviewed Haldir sources assign it no runtime, evidence, or NCP ecosystem role.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/sglang,1118898609,9a7641d7bfd02a161684a0ccaaeb269616df4b5d,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/shadcn-ui,839337318,9f156a1b890cc043b8fe01037abb6625bd3f588a,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/shade-agent-template,1002723874,6e6ff7abd577c06b35fab1a51864acd610a080ab,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/shannon,1117228672,41d3d3912dec9bf995bf61cedde6b424683c4816,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/silmaril-vision-studio,1267803282,5852144dd72c5fb9795689fdeae3545fcdba48f9,COMMIT,main,false,false,PUBLIC,true,false,false,false,true,true,true,false,UNTRUSTED_FIXTURE_SOURCE,DEEP,FINAL_FOR_INVENTORY,"First-party vision studio explicitly limited by Haldir to offline fixture and perturbation generation. Its generated state-like inputs, model configuration provenance, and test evidence are untrusted supply-chain inputs, never live authority.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/skflow,63808845,ce90ac1d5ca7983ef03956535d4ca8547eb6e837,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/smol-vision,1096049518,c41775f88423c98b17ab3cbbfdf5c6c158d1b39c,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/smolagents,910960235,5991206ae52b1d6d485ffeb918d765c11071cdd1,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/spark-physics,1065918481,308fbf8d0d9a336112c57697a0b0499d16b31504,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/stable-codec,915131200,c94b96e1daa57b31c612fda57448338c05cc2bbd,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/swift-ocr-llm-powered-pdf-to-markdown,901819765,03f7dfc3dfd8e9314f1ec2ad80d75f5449f08c44,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/tabby,667175267,3c8455077ec4073109cf572121ff4399e22a64bf,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/tensorflow,63178279,35a99270db52c8134641ee0ade6efa10c135e5a1,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/tinygrad,757451832,078a2603d52c810a9d88263077aa37525b3a0f2c,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/torus-automations,1015521803,5ee75437d8d4d923765271af452189d86c0f93c2,COMMIT,main,false,false,PUBLIC,true,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,BOUNDARY,FINAL_FOR_INVENTORY,"The retained observation binds this first-party repository identity and head but no description. The reviewed Haldir sources do not show that it modifies Haldir code, configuration, or evidence. A boundary review covers that possible source-of-change confusion.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/tpot,68971406,53b6226f6da88d4da69f4a0121e0ea7f25aa5ade,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/transformers,264560146,3e0f06210646a440509efa718b30d18322d6a830,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/unsloth,903334620,85f1fa096afde5efe2fb8521d8ceec8d13a00715,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/v1,851326451,9bddd05654281203f1998969c26c94ef6f1b6dc5,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/vllm,915568010,b25cfab9a03b5c460fb92340b310d2a5c2dbc5da,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/vllm-omni,1117236543,31fedcfa2bc421ca44a0197b547d2bcd98680e86,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/ypi,1160794201,341a7caed96b0a52bcea1b5e54532d7bf4ee9b2b,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
